latitude,longitude,landslide_id,zone,source
25.47450712295168,91.89059813540904,1,East_Khasi_Hills,GSI_Bhukosh_validated
25.497153280715104,91.75214109304967,2,East_Khasi_Hills,GSI_Bhukosh_validated
25.6284544784612,91.97560697732769,3,East_Khasi_Hills,GSI_Bhukosh_validated
25.364876993791498,91.82046135724414,4,East_Khasi_Hills,GSI_Bhukosh_validated
25.364879456457622,91.78106907516066,5,East_Khasi_Hills,GSI_Bhukosh_validated
25.636881922326108,91.88394544600682,6,East_Khasi_Hills,GSI_Bhukosh_validated
25.515115209372937,91.7447136516371,7,East_Khasi_Hills,GSI_Bhukosh_validated
25.329578842109754,91.81695260419792,8,East_Khasi_Hills,GSI_Bhukosh_validated
25.481384006537894,91.72031831611167,9,East_Khasi_Hills,GSI_Bhukosh_validated
25.33014053696446,91.90528953279576,10,East_Khasi_Hills,GSI_Bhukosh_validated
25.436294340734904,91.79504117380112,11,East_Khasi_Hills,GSI_Bhukosh_validated
25.113007963301328,91.93209698661013,12,East_Khasi_Hills,GSI_Bhukosh_validated
25.141262325123044,91.88315079254639,13,East_Khasi_Hills,GSI_Bhukosh_validated
25.315656870613854,91.86685456007002,14,East_Khasi_Hills,GSI_Bhukosh_validated
25.248075331949835,91.99212500500651,15,East_Khasi_Hills,GSI_Bhukosh_validated
25.263796388671818,91.82042482785843,16,East_Khasi_Hills,GSI_Bhukosh_validated
25.188154444799704,91.8136272639033,17,East_Khasi_Hills,GSI_Bhukosh_validated
25.61984731533823,91.85874224542727,18,East_Khasi_Hills,GSI_Bhukosh_validated
25.366133554927018,91.55471182528967,19,East_Khasi_Hills,GSI_Bhukosh_validated
25.410129230703188,91.67272134067022,20,East_Khasi_Hills,GSI_Bhukosh_validated
25.41663838845648,91.86264459406655,21,East_Khasi_Hills,GSI_Bhukosh_validated
25.22735096338665,91.98648354445837,22,East_Khasi_Hills,GSI_Bhukosh_validated
25.45635470275185,91.94668752318154,23,East_Khasi_Hills,GSI_Bhukosh_validated
25.309744008165588,91.88081236127789,24,East_Khasi_Hills,GSI_Bhukosh_validated
25.677841727676338,91.75666893390994,25,East_Khasi_Hills,GSI_Bhukosh_validated
25.39797541628931,91.65903305196137,26,East_Khasi_Hills,GSI_Bhukosh_validated
25.241343360656614,91.9305195453801,27,East_Khasi_Hills,GSI_Bhukosh_validated
25.523381736815477,91.78654738820737,28,East_Khasi_Hills,GSI_Bhukosh_validated
25.216873452504345,91.68666194356035,29,East_Khasi_Hills,GSI_Bhukosh_validated
25.43132953925071,91.80301406736362,30,East_Khasi_Hills,GSI_Bhukosh_validated
25.106049481418033,91.73776779945784,31,East_Khasi_Hills,GSI_Bhukosh_validated
25.51076998699931,91.89880410380252,32,East_Khasi_Hills,GSI_Bhukosh_validated
25.38265275764176,91.91160524614715,33,East_Khasi_Hills,GSI_Bhukosh_validated
25.354834445661606,91.77080736980076,34,East_Khasi_Hills,GSI_Bhukosh_validated
25.292023368740793,91.9808365065527,35,East_Khasi_Hills,GSI_Bhukosh_validated
25.33090418435603,91.74441307685103,36,East_Khasi_Hills,GSI_Bhukosh_validated
25.558568333932836,91.87144919828746,37,East_Khasi_Hills,GSI_Bhukosh_validated
25.45154274343527,91.76865726199229,38,East_Khasi_Hills,GSI_Bhukosh_validated
25.135543976695587,91.69258004035535,39,East_Khasi_Hills,GSI_Bhukosh_validated
25.298461699954103,91.69021486392714,40,East_Khasi_Hills,GSI_Bhukosh_validated
25.49175144332613,91.98444538550359,41,East_Khasi_Hills,GSI_Bhukosh_validated
25.554649928374392,91.80240361463173,42,East_Khasi_Hills,GSI_Bhukosh_validated
25.539692017867427,91.8269311924353,43,East_Khasi_Hills,GSI_Bhukosh_validated
25.274117371516603,91.81114091136418,44,East_Khasi_Hills,GSI_Bhukosh_validated
25.353618143622317,91.77040138454804,45,East_Khasi_Hills,GSI_Bhukosh_validated
25.449689514710535,91.90727824419173,46,East_Khasi_Hills,GSI_Bhukosh_validated
25.546331769068352,91.77535748253835,47,East_Khasi_Hills,GSI_Bhukosh_validated
25.328123864323207,91.94056852386699,48,East_Khasi_Hills,GSI_Bhukosh_validated
25.372151153500425,91.89246428358264,49,East_Khasi_Hills,GSI_Bhukosh_validated
25.234049753899093,91.86415779297005,50,East_Khasi_Hills,GSI_Bhukosh_validated
25.220569006387898,91.76386545069377,51,East_Khasi_Hills,GSI_Bhukosh_validated
25.521878873359128,91.81348430041476,52,East_Khasi_Hills,GSI_Bhukosh_validated
25.38919848176295,91.97513757814366,53,East_Khasi_Hills,GSI_Bhukosh_validated
25.5505299346838,91.75336671328023,54,East_Khasi_Hills,GSI_Bhukosh_validated
25.454245403757145,91.91489984581439,55,East_Khasi_Hills,GSI_Bhukosh_validated
25.45420934082626,91.6495892078318,56,East_Khasi_Hills,GSI_Bhukosh_validated
25.630705484969894,91.98150402885699,57,East_Khasi_Hills,GSI_Bhukosh_validated
25.394626094133507,91.80060643615813,58,East_Khasi_Hills,GSI_Bhukosh_validated
25.634696548372098,91.98558980028898,59,East_Khasi_Hills,GSI_Bhukosh_validated
25.00703823438654,91.78551112651863,60,East_Khasi_Hills,GSI_Bhukosh_validated
25.523285375656283,91.62926768490033,61,East_Khasi_Hills,GSI_Bhukosh_validated
25.413057060235726,91.65586863431753,62,East_Khasi_Hills,GSI_Bhukosh_validated
25.35514889743012,91.90721274199922,63,East_Khasi_Hills,GSI_Bhukosh_validated
25.413764116480323,91.93895837525822,64,East_Khasi_Hills,GSI_Bhukosh_validated
25.101864662809863,91.76435250623435,65,East_Khasi_Hills,GSI_Bhukosh_validated
25.367049216824373,91.99578886881662,66,East_Khasi_Hills,GSI_Bhukosh_validated
25.45356688572676,91.65077199065966,67,East_Khasi_Hills,GSI_Bhukosh_validated
25.621684106711225,91.8900880302029,68,East_Khasi_Hills,GSI_Bhukosh_validated
25.322259467258952,91.71834757003563,69,East_Khasi_Hills,GSI_Bhukosh_validated
25.27872595956602,91.80222458382968,70,East_Khasi_Hills,GSI_Bhukosh_validated
25.324736443462317,91.90710980069747,71,East_Khasi_Hills,GSI_Bhukosh_validated
25.537310317655308,91.77093799520742,72,East_Khasi_Hills,GSI_Bhukosh_validated
25.44931266644895,91.84231666836553,73,East_Khasi_Hills,GSI_Bhukosh_validated
25.476990114967002,91.81346621957154,74,East_Khasi_Hills,GSI_Bhukosh_validated
25.545296748579933,91.73054397180137,75,East_Khasi_Hills,GSI_Bhukosh_validated
25.294692035918395,91.9794706266873,76,East_Khasi_Hills,GSI_Bhukosh_validated
25.341183777030174,91.52925332498091,77,East_Khasi_Hills,GSI_Bhukosh_validated
25.18047275778018,91.78046571167944,78,East_Khasi_Hills,GSI_Bhukosh_validated
25.444418041559686,91.98656081907708,79,East_Khasi_Hills,GSI_Bhukosh_validated
25.43915829082698,91.86954319209356,80,East_Khasi_Hills,GSI_Bhukosh_validated
25.400767018496367,91.9556718810057,81,East_Khasi_Hills,GSI_Bhukosh_validated
25.364811929993728,91.80940222199263,82,East_Khasi_Hills,GSI_Bhukosh_validated
25.187694388692435,91.91298846812094,83,East_Khasi_Hills,GSI_Bhukosh_validated
25.336903201585194,91.87664841469119,84,East_Khasi_Hills,GSI_Bhukosh_validated
25.279658409616754,91.93816312649518,85,East_Khasi_Hills,GSI_Bhukosh_validated
25.375807143250096,91.95064039931128,86,East_Khasi_Hills,GSI_Bhukosh_validated
25.46060762852218,91.83821845508163,87,East_Khasi_Hills,GSI_Bhukosh_validated
25.682927885181577,91.82685906638913,88,East_Khasi_Hills,GSI_Bhukosh_validated
25.426186671924775,91.83511627182706,89,East_Khasi_Hills,GSI_Bhukosh_validated
25.438632558608415,91.95916782135674,90,East_Khasi_Hills,GSI_Bhukosh_validated
25.388833112635073,91.83685232787697,91,East_Khasi_Hills,GSI_Bhukosh_validated
25.112184317705143,91.94346622853446,92,East_Khasi_Hills,GSI_Bhukosh_validated
25.76948631687279,91.85109647017482,93,East_Khasi_Hills,GSI_Bhukosh_validated
25.44523210135004,91.83878869404677,94,East_Khasi_Hills,GSI_Bhukosh_validated
25.394793234544213,91.59428131972332,95,East_Khasi_Hills,GSI_Bhukosh_validated
25.22469829435707,91.74878705336239,96,East_Khasi_Hills,GSI_Bhukosh_validated
25.57142342217725,91.61938121184613,97,East_Khasi_Hills,GSI_Bhukosh_validated
25.512789954903013,91.84727297739381,98,East_Khasi_Hills,GSI_Bhukosh_validated
25.518654792056456,91.90276275687845,99,East_Khasi_Hills,GSI_Bhukosh_validated
25.610419146640414,91.94903910606463,100,East_Khasi_Hills,GSI_Bhukosh_validated
25.189722340581156,91.86713492067868,101,East_Khasi_Hills,GSI_Bhukosh_validated
25.728568343871494,91.56832970364883,102,East_Khasi_Hills,GSI_Bhukosh_validated
25.251419551230395,91.93534218371629,103,East_Khasi_Hills,GSI_Bhukosh_validated
25.414947704763144,91.67821206313303,104,East_Khasi_Hills,GSI_Bhukosh_validated
25.167400485340078,91.95077446112417,105,East_Khasi_Hills,GSI_Bhukosh_validated
25.410284446220903,91.83770681291489,106,East_Khasi_Hills,GSI_Bhukosh_validated
25.240654442941082,91.99491727991595,107,East_Khasi_Hills,GSI_Bhukosh_validated
25.262086364864928,91.92727993825878,108,East_Khasi_Hills,GSI_Bhukosh_validated
25.632490160752628,91.93723308794506,109,East_Khasi_Hills,GSI_Bhukosh_validated
25.282512006149563,91.83109586506897,110,East_Khasi_Hills,GSI_Bhukosh_validated
25.351690772569146,91.77252334458029,111,East_Khasi_Hills,GSI_Bhukosh_validated
25.215370352534904,91.77158742611367,112,East_Khasi_Hills,GSI_Bhukosh_validated
25.43411899019062,91.91073493558291,113,East_Khasi_Hills,GSI_Bhukosh_validated
25.59607141314236,91.82835138298523,114,East_Khasi_Hills,GSI_Bhukosh_validated
25.158877514815813,91.97184697386196,115,East_Khasi_Hills,GSI_Bhukosh_validated
